id,chain_type,address,name_tag,balance,percentage,txn_count
DOGE017,DOGE,DEAWSzisjr1Dg4WNXLVexEWRGwiiQTXmDm,Dogecoin,"978,602,316 DOGE",0.65%,367
DOGE018,DOGE,DQhgaRJp9hW9NkCVH1XUgTgKpNErtL4sfK,Dogecoin,"925,741,483 DOGE",0.61%,852
DOGE019,DOGE,DGTDRAkwtiCRHwCtXGnhNMRU8RryFhW4Km,Dogecoin,"826,397,926 DOGE",0.54%,2757
DOGE020,DOGE,D94tDRhr4X9Tjgr8MG1Nrd5ARpesPAM7ZB,Dogecoin,"786,634,544 DOGE",0.52%,209
DOGE021,DOGE,DKgCD6zjiHwCzqj7DPTgFUfuuxoFgFndym,Dogecoin,"775,862,687 DOGE",0.51%,14864
DOGE022,DOGE,A5NGypeVY5rnt6LsV8rK8yJZkLmeRXW3zX,Dogecoin,"761,900,001 DOGE",0.50%,14
DOGE023,DOGE,9wYP6KhQm8vwxgHsBn8GE62u7hmHwKm1oz,Dogecoin,"606,828,996 DOGE",0.40%,10964
DOGE024,DOGE,DN5Hp2kCkvCsdwr5SPmwHpiJgjKnC5wcT7,Dogecoin,"562,854,265 DOGE",0.37%,869
DOGE025,DOGE,AEqGMwgvR2863CsDmbhdmb2trn32MsVTms,Dogecoin,"552,369,412 DOGE",0.36%,64
DOGE026,DOGE,DHFu8WjwXzHVy9pknMrxdQpePFir2FmiuG,Dogecoin,"547,893,062 DOGE",0.36%,54913
DOGE027,DOGE,DEBWBCoRuhoRD7VxgEABMjcpNsKQQVnTBp,Dogecoin,"516,216,385 DOGE",0.34%,2
DOGE028,DOGE,DJtqonMkvsVr8rVr4Pdf5zYfZrnaLSdnwi,Dogecoin,"509,469,764 DOGE",0.34%,3532
DOGE029,DOGE,DQkpNF8WQ6paqDzZAWnPytsDpGUBQNTzDV,Dogecoin,"506,969,425 DOGE",0.33%,4
DOGE030,DOGE,D7vrVREYM4H9Vbtoqi6mxsmzsuVjE6PDet,Dogecoin,"505,228,003 DOGE",0.33%,36663
DOGE031,DOGE,DBpNLLEj13LWr14wm1YH24nuqAjodrjaLL,Dogecoin,"490,279,747 DOGE",0.32%,132
DOGE032,DOGE,DFLs31XTb6UMrHS2fqsT4fhT2vera3HYbB,Dogecoin,"464,665,190 DOGE",0.31%,6
DOGE033,DOGE,A8c3xNz2mqsDLFwv5KL5fpH12QEwDaoTXo,Dogecoin,"401,000,070 DOGE",0.26%,222
DOGE034,DOGE,DEpFaVzjmQVYh4RWiCDSwnc6XyvQaxuyr8,Dogecoin,"380,000,011 DOGE",0.25%,15
DOGE035,DOGE,DRFso1pAuemU2n1hwPXVfR4PB2f7EL5erz,Dogecoin,"378,868,634 DOGE",0.25%,62
DOGE036,DOGE,DDqhS1QFmVp4438TKnswEook6xccrp4ig4,Dogecoin,"377,905,324 DOGE",0.25%,69
DOGE037,DOGE,ADNbM5fBujCRBW1vqezNeAWmnsLp19ki3n,Dogecoin,"375,857,521 DOGE",0.25%,465851
DOGE038,DOGE,DSivtWEKhTuhcJ1xd1iJSH63wLVxqh7Zo2,Dogecoin,"352,000,188 DOGE",0.23%,11
DOGE039,DOGE,A8BNfaBWF67bDmoPMGmHtbN8HMf7ANascX,Dogecoin,"344,900,074 DOGE",0.23%,1
DOGE040,DOGE,DPNqMsW1rotjhCzcbBEXzK3W73DiyzVLYc,Dogecoin,"341,255,826 DOGE",0.23%,4
DOGE041,DOGE,DRRU8L7fF4k9w7SF3Z6ei8onPCsh9hjGX1,Dogecoin,"332,468,003 DOGE",0.22%,1188
DOGE042,DOGE,DGYc8nTt8KLMgbhhgnrHB2GJ6qZQvMYVAG,Dogecoin,"330,893,160 DOGE",0.22%,1597
DOGE043,DOGE,D78RSZmmfSXUAgFivtg5Ld5NMChVeDyWx8,Dogecoin,"321,153,032 DOGE",0.21%,44868
DOGE044,DOGE,D5mjM4QrG4yPE4TpPWeKXFkv89CcmWsikT,Dogecoin,"319,028,086 DOGE",0.21%,2
DOGE045,DOGE,DGf7a1UXruciKiKWvW9cFVoERQtAxg6jga,Dogecoin,"300,000,007 DOGE",0.20%,17
DOGE046,DOGE,DRTMpLXaFvdFwCzfmgByNJkdyRDWKjABzL,Dogecoin,"300,000,000 DOGE",0.20%,2
DOGE047,DOGE,DQHqNvgsikHvkE8YrCsL6d1pxZ7DR5s2HW,Dogecoin,"292,414,318 DOGE",0.19%,83134
DOGE048,DOGE,DGffoXahSYcCWXoBZXdisHifwyxwkdD3BP,Dogecoin,"271,175,355 DOGE",0.18%,1766
DOGE049,DOGE,DS6uA5dBLWRDqf9XNQ2ywju72WC14fRMCf,Dogecoin,"269,256,092 DOGE",0.18%,196
DOGE050,DOGE,DSDM7Cp5TV3Ki7CM151bkaGGhW2tqftT4p,Dogecoin,"268,866,620 DOGE",0.18%,52
DOGE051,DOGE,D79Lw6WQ3kNTpB9RjfHoxUWcVDibWwcTDG,Dogecoin,"258,162,067 DOGE",0.17%,827
DOGE052,DOGE,DL4iyB4jtVNtwPsti24ron4prY2UZoUjG3,Dogecoin,"254,281,864 DOGE",0.17%,11906
DOGE053,DOGE,D5BVP4KRPbTVoVKgUe1WTAEmDfsTC4oeHA,Dogecoin,"250,000,000 DOGE",0.16%,2
DOGE054,DOGE,DJjA6YJ2BBvX8p2LfhGwKRCF1mPLVKBYWz,Dogecoin,"244,999,865 DOGE",0.16%,15
DOGE055,DOGE,DJfU2p6woQ9GiBdiXsWZWJnJ9uDdZfSSNC,Dogecoin,"244,505,321 DOGE",0.16%,2812104
DOGE056,DOGE,9y6mxqRstcQ9pdFupqwFGGajEEsq8BxtwK,Dogecoin,"234,846,881 DOGE",0.15%,472
DOGE057,DOGE,D9uso3nBwJy7hAha3HPPmL5twUX5mzUvHx,Dogecoin,"234,499,629 DOGE",0.15%,194
DOGE058,DOGE,DKjcdPpQLoVfkZsN4wJr2RFuyFCoAVvoRe,Dogecoin,"233,957,397 DOGE",0.15%,17
DOGE059,DOGE,DQ5SKyjVN1uitkh2iaXkwhK8tyDsfFdhft,Dogecoin,"233,016,812 DOGE",0.15%,310
DOGE060,DOGE,DN4KXvnqu1ThAnjvhcE6TJ6kg3H1TTPWZn,Dogecoin,"233,016,790 DOGE",0.15%,47
DOGE061,DOGE,DSvbMmTFs4VMNUpg713QfRW4tG9cSmwUxw,Dogecoin,"233,016,790 DOGE",0.15%,55
DOGE062,DOGE,D9x7E2S4oMkfwg7nPqSe1XYNW6sBnKkm6r,Dogecoin,"233,016,790 DOGE",0.15%,45
DOGE063,DOGE,DRWbHGm4njVSXzotjMBJ7GT8K9RnwkKzWy,Dogecoin,"233,016,790 DOGE",0.15%,166
DOGE064,DOGE,DLyN6TmFWXS27uZ1pFvPiBMUpshi72erGt,Dogecoin,"233,016,790 DOGE",0.15%,352
DOGE065,DOGE,DSuMBXQFCCxnKFbAr8aX8HzAZPeKirk2Ur,Dogecoin,"233,016,790 DOGE",0.15%,303
DOGE066,DOGE,DHJoY133yQEB1zNN6YrdneB1XLW6cjdoH3,Dogecoin,"232,097,322 DOGE",0.15%,793
DOGE067,DOGE,DA9TU5Gtd4VM8petBvf8ecv9u13NSTYzzz,Dogecoin,"227,126,538 DOGE",0.15%,3
DOGE068,DOGE,D8znPD1n3F7KoV9pTBAzyUuEmKG65GG9ab,Dogecoin,"225,020,506 DOGE",0.15%,22
DOGE069,DOGE,DHzdQ5Z8kPhhKyGxwen1nAApbRrhsxpuSz,Dogecoin,"223,168,170 DOGE",0.15%,23
DOGE070,DOGE,DQFoGSJspF6M2rAHShe7tmMEtTnodFSKHW,Dogecoin,"220,003,216 DOGE",0.15%,16
DOGE071,DOGE,DDwuix9oMJDRD1RCRSbiVKeJStxv27UXRR,Dogecoin,"219,770,890 DOGE",0.14%,1359
DOGE072,DOGE,9vPesMs2Md65mu2JBEccp8RKBqccqaLMRL,Dogecoin,"212,785,965 DOGE",0.14%,778
DOGE073,DOGE,DGs6xByN2wgwZr1Jc6oV3d6Sq5TjubukMm,Dogecoin,"212,067,438 DOGE",0.14%,2229
DOGE074,DOGE,DU6Sg74RsxB6Tu6utAHf389EdQChUptWaK,Dogecoin,"209,778,957 DOGE",0.14%,41
DOGE075,DOGE,DFjJi2RkjQcM8ycSyhZT72TTX4YT7Uy3FX,Dogecoin,"205,849,996 DOGE",0.14%,5
DOGE076,DOGE,DTbG3RJRejnM99g8MSnhSbJxJVW8X7YXy9,Dogecoin,"204,588,738 DOGE",0.13%,3
DOGE077,DOGE,A8tdnDg3oxGkic8AT7b1RULni2bTV7hYQB,Dogecoin,"202,510,574 DOGE",0.13%,284
DOGE078,DOGE,DMcrq3jy8MVYTBM9tGCjFZerpKXpW91WXx,Dogecoin,"200,020,719 DOGE",0.13%,3
DOGE079,DOGE,DTSop4ycWkpmDqpncVZ3jwKp3z7B4kW4T3,Dogecoin,"199,648,819 DOGE",0.13%,199
DOGE080,DOGE,DEZpQPv5E9fPQhZDVuWtL2aB3y2e1iojiR,Dogecoin,"196,415,339 DOGE",0.13%,309
DOGE081,DOGE,D6e11vLvkgjnkvNbViSk8PBNSKVN4dupx8,Dogecoin,"190,496,126 DOGE",0.13%,728
DOGE082,DOGE,DUA21aeKrxn94DUrjoU8o6CxAEZwXoKE46,Dogecoin,"190,407,913 DOGE",0.13%,3020
DOGE083,DOGE,D6iaufN1AujfELFG8HakWRpyuwUk6SLPFC,Dogecoin,"188,720,596 DOGE",0.12%,32
DOGE084,DOGE,DMCJrTLacU3ipndAe7GnQrhm49b5sbTpqj,Dogecoin,"186,092,584 DOGE",0.12%,4
DOGE085,DOGE,DLZxgWfMASwbqtRFtLy6rVEAjTzMcSguJe,Dogecoin,"185,390,129 DOGE",0.12%,471
DOGE086,DOGE,D8XsffSZX7WrCNdozY9zK7f1LCpvkCuhJJ,Dogecoin,"176,964,651 DOGE",0.12%,30
DOGE087,DOGE,DF6RgUzMsp7na9PX9rKjUQeXA7HEreBot6,Dogecoin,"175,274,113 DOGE",0.12%,3
DOGE088,DOGE,DEsU6yWB68V9gWEeS85pCH6A87aPQmrjTE,Dogecoin,"168,786,542 DOGE",0.11%,607
DOGE089,DOGE,DPtCFXLTkqSzUTHCt3JEkbh8LHCxN22EUz,Dogecoin,"165,109,951 DOGE",0.11%,177960
DOGE090,DOGE,DR2SpAVZPwJDVxJgTkJvGej3HC5aLBhQBM,Dogecoin,"163,708,101 DOGE",0.11%,260
DOGE091,DOGE,9rgFNXJnwN9Zfq1EU7z9gMDDTQMXjarFoA,Dogecoin,"156,139,294 DOGE",0.10%,146
DOGE092,DOGE,9tgbVCAUnT4F66p8mcCj1GNPwifVFQSEoK,Dogecoin,"154,812,255 DOGE",0.10%,206
DOGE093,DOGE,D8ejNRKfFaVoSGz9ubLSYKNvRi55EDSQVH,Dogecoin,"151,403,605 DOGE",0.10%,26
DOGE094,DOGE,DSVE8hQgj8XmkH5ixLJ23utaUHzRZY6MRF,Dogecoin,"150,000,009 DOGE",0.10%,31
DOGE095,DOGE,DEN9enVfqSNXRz5guvEzpvQeKEx82XbJyu,Dogecoin,"143,096,272 DOGE",0.09%,22
DOGE096,DOGE,DMhJ5jfHutBiEswwoTDBwPPJTe1dKtyC5i,Dogecoin,"140,308,747 DOGE",0.09%,89
DOGE097,DOGE,D9hWmUtULU66hEHT4M96okBStq2UTg97tk,Dogecoin,"138,005,500 DOGE",0.09%,31
DOGE098,DOGE,AFVUgFrq672dqNLJpJLnvUiFfjQ4kxNseA,Dogecoin,"136,904,212 DOGE",0.09%,8379
DOGE099,DOGE,DDaxMnzV4mcRkPGxaeCZJiNUFjGo31gAu4,Dogecoin,"135,557,511 DOGE",0.09%,2148
DOGE100,DOGE,D6Zzq6TDgLMyrEBNrddXU87fEBHHUhXgj4,Dogecoin,"134,255,204 DOGE",0.09%,2020
DOGE101,DOGE,DF4snE9zVmwQ3nMLjLwKyVehoz9ZH7vBKj,Dogecoin,"131,319,145 DOGE",0.09%,2
DOGE102,DOGE,DMoonzxadHZJmgP6cCRvFZvec8wJb67j38,Dogecoin,"130,000,027 DOGE",0.09%,37
DOGE103,DOGE,A2is3pqH2jz8jcRNV2QEFnLF3FAP5hBEoB,Dogecoin,"128,500,068 DOGE",0.08%,129
DOGE104,DOGE,DMvipUi6cPwKqyZrC3TxToAL39PUemrHq3,Dogecoin,"127,865,738 DOGE",0.08%,3885
DOGE105,DOGE,D9ikZQD8JnvAcZ43WYRM5AgCtHM9x6AATk,Dogecoin,"125,999,612 DOGE",0.08%,3
DOGE106,DOGE,DPV8h9NzTAfjYixSZZ4QMQw4hG51ALgLGs,Dogecoin,"123,867,940 DOGE",0.08%,1260
DOGE107,DOGE,DHKM6NDUUv9kaHAGi1QU7MRBNKfQiAdP3F,Dogecoin,"121,621,940 DOGE",0.08%,554
DOGE108,DOGE,D8AXXiGEZeZnMKTKnC9AWB3YUU4jfMAmYU,Dogecoin,"121,263,270 DOGE",0.08%,173737
DOGE109,DOGE,DB25RyzZMrEc4KF3ubUBhNaf6FxP98HHT9,Dogecoin,"121,054,079 DOGE",0.08%,1767
DOGE110,DOGE,DPPgfELC94eZuWBfXAQtMJTabpVuF33sY5,Dogecoin,"120,000,008 DOGE",0.08%,11
DOGE111,DOGE,DD7JHnBtdyZq35a61e534yqhufuphHFquW,Dogecoin,"116,966,145 DOGE",0.08%,131
DOGE112,DOGE,DMoonjyH1aHLZc1kksmikBUhjXromn1ZN4,Dogecoin,"116,001,101 DOGE",0.08%,51
DOGE113,DOGE,D7nL95BPdXEc65KZb2ed2vMvQ6wE56Edmg,Dogecoin,"115,452,162 DOGE",0.08%,26
DOGE114,DOGE,DGRmtKqTuEf9JpJKyPK8UnZud5LJaL2EZd,Dogecoin,"113,000,000 DOGE",0.07%,9
DOGE115,DOGE,D6wUYXpristebvxBX9Vh1hJhLGHFW886Av,Dogecoin,"111,230,604 DOGE",0.07%,130
DOGE116,DOGE,DJVPMK5wjtcw3aeVnGs8hVJqBBWR9RHijS,Dogecoin,"109,518,641 DOGE",0.07%,85
DOGE117,DOGE,DJm4UUQTs91bdtFf9FR6CB8iPBfYtxHjbj,Dogecoin,"107,839,002 DOGE",0.07%,2
DOGE118,DOGE,DPkk5EEHdVKEiBd1xVfboqKjYd5cz5Pgv8,Dogecoin,"105,799,960 DOGE",0.07%,4
DOGE119,DOGE,D5YVGzY3Bq4cYh92BYD5yS6qyVjB6Sdu6a,Dogecoin,"104,999,249 DOGE",0.07%,5
DOGE120,DOGE,DLvWe1mEDTGmhbvQfp9j5joJS7DpGb6s69,Dogecoin,"104,999,037 DOGE",0.07%,3
DOGE121,DOGE,DTw7JARi91U4uesLRQQ5SEcwbjaF6NY2DU,Dogecoin,"104,998,980 DOGE",0.07%,3
DOGE122,DOGE,D5WFE1bA61H7AzMtkCH5kRKuNhSCP3hQMG,Dogecoin,"104,998,974 DOGE",0.07%,3
DOGE123,DOGE,DKbUSFGRjAyvZ4QWKHvtucG22yTyEDZg5N,Dogecoin,"104,998,968 DOGE",0.07%,3
DOGE124,DOGE,AB92UqkWBiVzs8JSPC7EP9Y29EotJvi1Ry,Dogecoin,"104,839,672 DOGE",0.07%,239
DOGE125,DOGE,D8rm3YwfRa9uCXdUKLFFWFUVfb84XACbvS,Dogecoin,"103,931,614 DOGE",0.07%,118172
DOGE126,DOGE,DDz1H7AcqPgmKzFEP3pBHW5b1GWuWEoAAP,Dogecoin,"101,208,921 DOGE",0.07%,725188
DOGE127,DOGE,DLtqyzfk5JdwLDhWT6VHLecGL3D2vXznmX,Dogecoin,"100,178,595 DOGE",0.07%,387
DOGE128,DOGE,DLrccR5H1iJLhYzuuMtFLFVCD5mf1Dbdxy,Dogecoin,"100,000,156 DOGE",0.07%,11
DOGE129,DOGE,DNBSNPvc29e14oMDo6vMR5Zb6uGTRYvVmY,Dogecoin,"100,000,006 DOGE",0.07%,20
DOGE130,DOGE,D9adRRvc3npQSEQd4sopCtEXZ1sspbTAYz,Dogecoin,"100,000,005 DOGE",0.07%,3
DOGE131,DOGE,DGgqrdSBgqWJh5k1TsFZjXtwe5QZyAkDMS,Dogecoin,"99,714,747 DOGE",0.07%,435
DOGE132,DOGE,DGKcRiwshwcUeXB4dPPLt4AvECYQtdWjC6,Dogecoin,"98,990,264 DOGE",0.07%,3
DOGE133,DOGE,D5qVwCrcNwNFyt4Ju4ASVKxbiYHMnjcGyj,Dogecoin,"98,921,239 DOGE",0.07%,143
DOGE134,DOGE,DJ13M6iBaKNcu26vuMcmwTPvqcn5QEPbAN,Dogecoin,"95,043,241 DOGE",0.06%,6234
DOGE135,DOGE,DC2cq3Gc6Nx3bjfNZeH7FaPBHoJJWM7yTw,Dogecoin,"94,630,933 DOGE",0.06%,25
DOGE136,DOGE,DHnhi38hJyTVP6hCtTeH2dkjLU7Acwfdbd,Dogecoin,"93,883,925 DOGE",0.06%,75
DOGE137,DOGE,DSGBkmQ11Nrfie2wjm7nj6bMMQoQxK5vKT,Dogecoin,"93,271,679 DOGE",0.06%,12
DOGE138,DOGE,D7hdpoSW5wGiLuNptEii6gMpFBYyDw4UhB,Dogecoin,"90,071,892 DOGE",0.06%,4
DOGE139,DOGE,DTHPWSE8iaDzMqyt4NtVMHdcXXyiFeyr6F,Dogecoin,"90,070,993 DOGE",0.06%,2
DOGE140,DOGE,DNyqdmKYEqLBbb4hsSRJoPKzqYNDg3sedK,Dogecoin,"89,999,960 DOGE",0.06%,4
DOGE141,DOGE,DFccTn3sK4MbaMaGETDKnETRBc2NPUYyqV,Dogecoin,"89,288,286 DOGE",0.06%,7296
DOGE142,DOGE,DMSUY8h4mnr2WdpwdPJw7oSg86GMjJLhB4,Dogecoin,"89,063,689 DOGE",0.06%,2
DOGE143,DOGE,DKwAffbeqAosmWnPnbexK21ZPhW4S3kxff,Dogecoin,"88,076,628 DOGE",0.06%,705
DOGE144,DOGE,DQ575uxYeWgQtypeMBTiADRN2BP2j1HXtZ,Dogecoin,"87,845,328 DOGE",0.06%,58
DOGE145,DOGE,DRhyT81insMNXC4W9E2FtbHGNfLichnUzy,Dogecoin,"87,427,018 DOGE",0.06%,30
DOGE146,DOGE,DPoU2sJLeZYnZk8g2WEFoc6JURdF5e7TbM,Dogecoin,"85,982,970 DOGE",0.06%,29
DOGE147,DOGE,DUGpLr4erSLT2YqxXAkpbFSFSShMJHETVc,Dogecoin,"84,672,041 DOGE",0.06%,8
DOGE148,DOGE,DBfBh5zgCiEdamL9u15KSu1j87u12rnuLX,Dogecoin,"83,164,497 DOGE",0.05%,38
DOGE149,DOGE,DGNW8Q9kdcgNJoKZvuo4CMe4cfFxKfGJCz,Dogecoin,"82,900,001 DOGE",0.05%,2
DOGE150,DOGE,D5aPdhaSfDrYSEGSS7kAJznJT81Lih2cZH,Dogecoin,"82,815,353 DOGE",0.05%,38
DOGE151,DOGE,DK74Tt5SGZES9Cx2RPcXyP8yjtkNSTKae5,Dogecoin,"82,535,053 DOGE",0.05%,39
DOGE152,DOGE,DQ1rxcfEmdXkLrZD8b8hJjtxSt4SWbhsaL,Dogecoin,"82,535,053 DOGE",0.05%,38
DOGE153,DOGE,D8dRU4zzv9cPFk3n9oYhpDCNzqcKikWUoV,Dogecoin,"82,415,313 DOGE",0.05%,1317
DOGE154,DOGE,DEkMKexCUbQgYHuzgLuMDF4E7L3T7WA6LV,Dogecoin,"82,315,823 DOGE",0.05%,36
DOGE155,DOGE,DDw2KmjodYm39kV2DzMajkzEkT7qSkVfZK,Dogecoin,"82,108,218 DOGE",0.05%,35
DOGE156,DOGE,DJBUCL8wKAHr6bPc2LihhNQ5iJ7sDpQ4uH,Dogecoin,"82,057,520 DOGE",0.05%,3
DOGE157,DOGE,DD85gMmvqYmycvD8TvNZXwHqyq8nzJeuAf,Dogecoin,"82,000,783 DOGE",0.05%,37
DOGE158,DOGE,D6rA6CkAHeMCDejUcnwVh2zrqTYxBtxuh9,Dogecoin,"81,984,444 DOGE",0.05%,35
DOGE159,DOGE,DFe95vsHr2Ziuwqz7zwGS6iU7cWAFpnxVE,Dogecoin,"81,787,602 DOGE",0.05%,34
DOGE160,DOGE,DEZfTY3qtFEiSC2g5zVFyxEQfbb9YjHYZC,Dogecoin,"81,787,602 DOGE",0.05%,25
DOGE161,DOGE,DBDx1ipzMBUwcnvXMt1RZPWpKeE5uvU1kd,Dogecoin,"81,787,602 DOGE",0.05%,25
DOGE162,DOGE,DCTduFTrYesFwxfivhRtVomSvUrUvz3xJZ,Dogecoin,"81,787,602 DOGE",0.05%,32
DOGE163,DOGE,DRbKKQ18QL67sXVNrXfY1DkX7kFWe4Jw8t,Dogecoin,"81,787,602 DOGE",0.05%,29
DOGE164,DOGE,DEdFuz2e7EV4Yf28jKmhD4kKurNVxkW6WB,Dogecoin,"81,787,602 DOGE",0.05%,35
DOGE165,DOGE,DKrcDjnsVUWjApCgB4v3v9NUzoEUA2zXqw,Dogecoin,"81,787,602 DOGE",0.05%,29
DOGE166,DOGE,DPWBuSnmFuJjNHtaPUz9XLmMrG4nCQ1w7Y,Dogecoin,"81,787,602 DOGE",0.05%,34
DOGE167,DOGE,DQrjUcbkX1gdVXJ1p4W9eTKm7KDg12HF5T,Dogecoin,"81,787,602 DOGE",0.05%,37
DOGE168,DOGE,D8TfdYd1KVLS6qr6Lrk5NLg9nwFGzJEbbh,Dogecoin,"81,419,323 DOGE",0.05%,38
DOGE169,DOGE,DDUED7UM4QPTDUUw4QBdpL9LDUdDUAWrZp,Dogecoin,"80,674,567 DOGE",0.05%,26
DOGE170,DOGE,AFPDXYhiTQYzDBbTm1jMj9fJ4sNW3kJ5E7,Dogecoin,"80,400,124 DOGE",0.05%,13
DOGE171,DOGE,DTGsPF4LEYq21Haa6r7zLZDNx8pUipW1ku,Dogecoin,"80,000,006 DOGE",0.05%,10
DOGE172,DOGE,D6PSA1Gn3zd32yd6zjsZhyftbRt7sTBqbb,Dogecoin,"79,501,485 DOGE",0.05%,53
DOGE173,DOGE,DMURD7AGQwQhVLzz53QzQ8VsmmZShycpaz,Dogecoin,"78,710,630 DOGE",0.05%,4
DOGE174,DOGE,D7tcURB1fW965U8TAbZpZYce9nV62iqU2K,Dogecoin,"75,935,229 DOGE",0.05%,27
DOGE175,DOGE,DRVV5q2eT6LeqQQ1zn28hkN6TwqpnKR7RP,Dogecoin,"75,917,692 DOGE",0.05%,27
DOGE176,DOGE,DEaDqJViTnDEnqStVnygxdDpSQM6WDtkBL,Dogecoin,"70,192,934 DOGE",0.05%,3
DOGE177,DOGE,D9reW5uLxfs4xXR671nuWBxj3L5a3CbjiW,Dogecoin,"69,671,034 DOGE",0.05%,19
DOGE178,DOGE,DLdX2vBkdND9pVQ2DS3Ts9GFnkAW7bDbu3,Dogecoin,"69,648,139 DOGE",0.05%,11
DOGE179,DOGE,DQnGTigFiNTgU29QrfUHomd1hV7FF3tXD3,Dogecoin,"68,912,463 DOGE",0.05%,3
DOGE180,DOGE,DHehcr9wpnLBVrNRzyqGsY6HFytGboz4wP,Dogecoin,"68,568,315 DOGE",0.05%,2102
DOGE181,DOGE,DJw6XcZupV8GeENwt4mpGCrSyBZT19pmfn,Dogecoin,"66,945,238 DOGE",0.04%,3
DOGE182,DOGE,D5hmkEZrmAn8aSBNnadVua21t7YoUSNKNa,Dogecoin,"66,413,972 DOGE",0.04%,2
DOGE183,DOGE,DJxBwGckjCjGjHtZvuUNQuToUx9dQSn5NY,Dogecoin,"66,240,117 DOGE",0.04%,690
DOGE184,DOGE,DHGb5BKsagXePRWwKqLx2vMH5uUNg8euvN,Dogecoin,"66,066,923 DOGE",0.04%,2
DOGE185,DOGE,A3mCB4D7MLo6thGbZSKWNBdjUzx6fcynBE,Dogecoin,"66,015,576 DOGE",0.04%,623
DOGE186,DOGE,DHdcR8B3nNDKQiQRZjpsfjKBYiQAfMauWU,Dogecoin,"65,800,010 DOGE",0.04%,2
DOGE187,DOGE,DQ3VG1e7rJCGafx38cUVMez5nVpQPAdvna,Dogecoin,"65,541,928 DOGE",0.04%,92
DOGE188,DOGE,DRivMekB4t1jc2f5StZ1udN3wYrW2DjVbg,Dogecoin,"65,233,002 DOGE",0.04%,27
DOGE189,DOGE,DHRZb2ffhAgcuaEmpvjndub5pbBSxiSe5W,Dogecoin,"65,036,724 DOGE",0.04%,357
DOGE190,DOGE,DBnSScBuw4pd1YmAQHgBG7mAa5r2WuvN4S,Dogecoin,"65,000,007 DOGE",0.04%,10
DOGE191,DOGE,D6uBbP3ZVsB4RJh9b44UALndRi5BhBazTZ,Dogecoin,"64,784,093 DOGE",0.04%,26
DOGE192,DOGE,DT6jTnPvEqtoLgQ5xjgFNeddj91ZRuMhzo,Dogecoin,"63,699,662 DOGE",0.04%,3
DOGE193,DOGE,D8u72vfwavTinLNjV8NcfX6X7DEFnckjcN,Dogecoin,"63,699,658 DOGE",0.04%,3
DOGE194,DOGE,DHqJXgt9L7qnLqYkjNLuTAtJzqZphMpU82,Dogecoin,"63,699,657 DOGE",0.04%,3
DOGE195,DOGE,DHrcdJUhVrL5UARj4oKDSeJTrgyNJY5Tcr,Dogecoin,"63,699,656 DOGE",0.04%,3
DOGE196,DOGE,D5DJWoUksKjAQoxqfguZqFQ9pK9vhJKXsn,Dogecoin,"63,500,035 DOGE",0.04%,2
DOGE197,DOGE,DAFZQ9JYrHn56AAdBnTznSmu8X4KoaY9de,Dogecoin,"62,694,969 DOGE",0.04%,34
DOGE198,DOGE,DNPrCBqx3GfH35XKznp8p7NN3RG1GSioc9,Dogecoin,"62,630,349 DOGE",0.04%,3
DOGE199,DOGE,DFce2co5fB1VdRfUN8XCJW4dhxCmefXfy2,Dogecoin,"62,190,135 DOGE",0.04%,144
DOGE200,DOGE,DAh97LcG4ecgne8nmnWqwrMJY7VgtAkqqr,Dogecoin,"61,802,792 DOGE",0.04%,23
DOGE201,DOGE,DNrkXjmR4p3p1DKNEAvTA12qAxwH5y4DpM,Dogecoin,"61,464,735 DOGE",0.04%,21
DOGE202,DOGE,DNkyYvXkn4NCq3fxZLch6DTGSxGVFTZns1,Dogecoin,"60,949,260 DOGE",0.04%,25
DOGE203,DOGE,DFpPNp5edULg5AoGuUiJgYnpCoWTAqtPP9,Dogecoin,"60,930,010 DOGE",0.04%,7
DOGE204,DOGE,DR9RyBH2Bz5WqRJWDCSWNBPamvev89fNpk,Dogecoin,"60,745,467 DOGE",0.04%,17
DOGE205,DOGE,DHYqy3K5nguUEViQfuGPtH7pnUiUzaFP4F,Dogecoin,"60,454,232 DOGE",0.04%,7
DOGE206,DOGE,D9n3hyUVfpey5xoFJJLFUT2va5vfRtTJdb,Dogecoin,"60,435,122 DOGE",0.04%,9
DOGE207,DOGE,DTqWsR2eatE9SATP8WwwtiD5cRaqeKYCKH,Dogecoin,"60,421,560 DOGE",0.04%,7
DOGE208,DOGE,DNfLJadd5t7goU2p5MFVoabSCuycsJUwqU,Dogecoin,"60,400,513 DOGE",0.04%,7
DOGE209,DOGE,DBusKFHoLvALqnT91rsYatuvKUa6wLTY7U,Dogecoin,"59,999,001 DOGE",0.04%,14
DOGE210,DOGE,DRUrShat3ViivDFnMbCqDrFLMme9cBbvpS,Dogecoin,"59,893,447 DOGE",0.04%,3
DOGE211,DOGE,DJEMKHTLoNrbQECmudTVSNzavChVmGt5o2,Dogecoin,"59,531,516 DOGE",0.04%,2
DOGE212,DOGE,DFGPdsSTWrokdoHmJMWEzJEnMX4AwwReAi,Dogecoin,"59,000,010 DOGE",0.04%,4
DOGE213,DOGE,DFwSrLhw4n4VxHvbUr5WbhBcyhWM2m9Hev,Dogecoin,"59,000,005 DOGE",0.04%,2
DOGE214,DOGE,DBD3XqrvjKz5LbXiqcJLyXxLcC7fFZCEQ2,Dogecoin,"58,000,015 DOGE",0.04%,2
